slug,name,division,category,status,build_state,test_state,implementation_count,test_count,has_all_system_libraries,risk_hint,coding_path_status,next_coding_step,target_workflow,production_readiness_status,fully_coded,production_ready,path
bim-coordinator,BIM Coordination Platform,DreamConstruction,bim,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/bim-coordinator
biomedical_bot,Biomedical Bot,DreamMarket,dreamco-system,active,built_and_test_covered,ready_for_test_run,3,1,True,high,on_full_code_path,"Run existing tests, keep contracts current, and expand behavior through reviewed pull requests.",pr-test-validation.yml,production_candidate_approval_required,True,False,bots/biomedical_bot
blindspot-detector,Decision Blindspot Detector,DreamDecision,blindspot-detection,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/blindspot-detector
blockchain-analytics,Blockchain Analytics Engine,DreamCrypto,analytics,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/blockchain-analytics
blog-writer,Blog & Article Writer,DreamContent,blog-writing,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/blog-writer
blueprint-analyzer,Blueprint Analysis AI,DreamConstruction,design,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/blueprint-analyzer
bond-income,Bonds & Fixed Income Bot,DreamFinance,investing,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/bond-income
books-app-bot,Books & Reading App Bot,DreamSocial,content,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/books-app-bot
bot_generator,Bot Generator,DreamAgents,dreamco-system,active,built_and_test_covered,ready_for_test_run,6,3,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/bot_generator
bot_generator_bot,Bot Generator Bot,DreamPayments,dreamco-system,active,built_and_test_covered,ready_for_test_run,6,3,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/bot_generator_bot
bot_library_manager,Bot Library Manager,DreamCodeLab,dreamco-system,active,built_and_test_covered,ready_for_test_run,1,2,True,standard,on_full_code_path,"Run existing tests, keep contracts current, and expand behavior through reviewed pull requests.",pr-test-validation.yml,production_ready,True,True,bots/bot_library_manager
bot_marketplace,Bot Marketplace,DreamMarket,dreamco-system,active,built_and_test_covered,ready_for_test_run,4,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/bot_marketplace
bot_wars_bot,Bot Wars Bot,DreamMarket,dreamco-system,active,built_and_test_covered,ready_for_test_run,4,1,True,standard,on_full_code_path,"Run existing tests, keep contracts current, and expand behavior through reviewed pull requests.",pr-test-validation.yml,production_ready,True,True,bots/bot_wars_bot
bottleneck-predictor,Predictive Bottleneck Analyzer,DreamDecision,bottleneck-analysis,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/bottleneck-predictor
brand-builder,Brand Identity Builder,DreamBizLaunch,branding,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/brand-builder
brand-guidelines,Brand Guidelines Manager,DreamArts,branding,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/brand-guidelines
brand-impersonation,Brand Impersonation Detector,DreamCyber,impersonation-detection,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/brand-impersonation
brand-perception-monitor,Brand Perception Monitor,DreamCustIntel,brand-monitoring,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/brand-perception-monitor
brand-perception-steer,Brand Perception Steering AI,DreamInfluence,brand-perception,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/brand-perception-steer
brand-protector,Brand Protection Bot,DreamRetail,brand-protection,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/brand-protector
brand-trust-monitor,Brand Trust Velocity Monitor,DreamInfluence,trust-monitoring,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/brand-trust-monitor
brand-voice,Brand Voice AI,DreamContent,brand-voice,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/brand-voice
btc-wallet,Bitcoin Wallet Manager,DreamCrypto,wallet,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/btc-wallet
buddy-bot,Buddy Bot,CommandCore,system,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,on_full_code_path,"Run existing tests, keep contracts current, and expand behavior through reviewed pull requests.",pr-test-validation.yml,production_ready,True,True,bots/buddy-bot
buddy-code-replicator,Buddy App Feature Replicator Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/buddy-code-replicator
buddy-library-indexer,Coding Library Index Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/buddy-library-indexer
buddy-self-teacher,Buddy Self-Teaching Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/buddy-self-teacher
buddy-tool-builder,Buddy Tool Library Builder Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/buddy-tool-builder
buddy_bot,Buddy Bot,DreamSalesPro,dreamco-system,active,built_and_test_covered,ready_for_test_run,14,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/buddy_bot
buddy_core,Buddy Core,DreamFinance,dreamco-system,active,built_and_test_covered,ready_for_test_run,9,2,True,standard,on_full_code_path,"Run existing tests, keep contracts current, and expand behavior through reviewed pull requests.",pr-test-validation.yml,production_ready,True,True,bots/buddy_core
buddy_media_transformation_bot,Buddy Media Transformation Bot,DreamMarket,dreamco-system,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,on_full_code_path,"Run existing tests, keep contracts current, and expand behavior through reviewed pull requests.",pr-test-validation.yml,production_ready,True,True,bots/buddy_media_transformation_bot
buddy_omniscient_bot,Buddy Omniscient Bot,DreamFinance,dreamco-system,active,built_and_test_covered,ready_for_test_run,5,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/buddy_omniscient_bot
buddy_orchestrator,Buddy Orchestrator,DreamFinance,dreamco-system,active,built_and_test_covered,ready_for_test_run,2,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/buddy_orchestrator
buddy_os,Buddy Os,DreamMarket,dreamco-system,active,built_and_test_covered,ready_for_test_run,9,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/buddy_os
buddy_teach_bot,Buddy Teach Bot,DreamFinance,dreamco-system,active,built_and_test_covered,ready_for_test_run,5,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/buddy_teach_bot
